Package,Package Duration,City,Hotel Rating,Activity,Package Price,Days,Nights,Discount %,Activity Count,Price per Day,Final Price,Package Type
The Paradisaical Uttarakhand Tour Package,10 Days & 9 Nights,Dehradun Auli Mussoorie Dhanaulti Haridwar Rishikesh,3.0,Waterfalls Sightseeing Mussoorie Rishikesh Joshimath Dhanaulti Historical Adventure Nature Hill station Religious Budget,34615.0,10.0,9.0,9.0,13,3461.5,31499.65,Luxury
Awesome Odisha Tour Package,5 Days & 4 Nights,Bhubaneshwar Puri,3.0,Sightseeing Temples Beaches Caves Nature Religious Historical Budget,18791.0,5.0,4.0,9.0,8,3758.2,17099.81,Budget
Spiritual Orissa Tour Package,5 Days & 4 Nights,Bhubaneshwar Puri,2.0,Ideal for families Religious Temples Nature Famous city attractions Historical Chilika  Lake tour Lakes Puri tour Konark tour Budget,16000.0,5.0,4.0,10.0,19,3200.0,14400.0,Budget
Most Popular Hyderabad Package For 1 Night 2 Days,2 Days & 1 Nights,Hyderabad,2.0,City  Tour Nature Museum Adventurecuisine  Monuments Religious Budget,14009.0,2.0,1.0,9.0,8,7004.5,12748.19,Budget
Jaisalmer Tour Package For 2 Nights 3 Days,3 Days & 2 Nights,Jaisalmer,3.0,Desert  Safari Historicaljaisalmer fort Adventure Camel  Ride Nightlife Sightseeing Budget,13978.0,3.0,2.0,7.0,10,4659.333333333333,12999.539999999999,Budget
Holy Trip To Haridwar,3 Days & 2 Nights,Haridwar,3.0,Nature Aarti Temple Leisure  Time Sightseeing Adventure Religious River  Rafting Budget,8653.0,3.0,2.0,9.0,11,2884.3333333333335,7874.2300000000005,Budget
Goa Mahabaleshwar Tour Package For 5 Nights 6 Days,6 Days & 5 Nights,Mahabaleshwar Goa,3.0,Beach Adventure Churches Nature  Lighthouse  Beach museums Wax  Museum Budget,19120.0,6.0,5.0,9.0,10,3186.6666666666665,17399.2,Budget
Pleasant Parwanoo Tour Package,4 Days & 3 Nights,Parwanoo Shimla,4.0,  Arrival Historical Hill  Station Shopping Nature Sightseeing Hill station Leisure  Time Trekkinglandscape,37978.0,4.0,3.0,9.0,12,9494.5,34559.98,Luxury
Mount Abu Tour Package For 1 Nights 2 Days,2 Days & 1 Nights,Mount Abu,3.0,Temples  Tour Adventure Scenic landscape Hill station Hill  Station Monuments Mountains Temple Nature Budget,8602.0,2.0,1.0,7.0,14,4301.0,7999.86,Budget
Andaman Tour Package For 7 Nights 8 Days,8 Days & 7 Nights,Port Blair Havelock Neil Island,3.0,Beaches Adventure Coconut  Tree  Prison Water  Activities Sightseeing Islandcuisine  Solo Nature Budget,26084.0,8.0,7.0,8.0,12,3260.5,23997.280000000002,Budget
Delhi and Agra Tour Package For 4 Nights 5 Days,5 Days & 4 Nights,New Delhi Agra,3.0,Temple Adventure National  Monument Religious Architectural wonders Culturalshopping Budget,28260.0,5.0,4.0,8.0,9,5652.0,25999.2,Budget
Manali Tour Package For 4 Nights 5 Days,5 Days & 4 Nights,Manali,3.0,Paragliding Nature Solang  Valley Adventure Rafting Mountains V A L L E Y Budget,22826.0,5.0,4.0,8.0,14,4565.2,20999.920000000002,Budget
Best Araku Valley Sightseeing Tour Package For A Memorable Experience,5 Days & 4 Nights,Visakhapatnam ARAKU,3.0,Coffee  Plantations Adventure Museum Nature Caves Sightseeing Shopping V A L L E Y Budget,24332.0,5.0,4.0,9.0,15,4866.4,22142.12,Budget
Madurai Sightseeing Tour Package,6 Days & 5 Nights,Madurai Rameshwaram Kanyakumari Bangalore,4.0,Pamban  Bridge Nature Beach Adventure Kanyakumari  Temple Sightseeing Religious,34656.0,6.0,5.0,9.0,9,5776.0,31536.960000000003,Luxury
Madurai Sightseeing Tour Package,6 Days & 5 Nights,Madurai Rameshwaram Kanyakumari Bangalore,4.0,Pamban  Bridge Nature Beach Adventure Kanyakumari  Temple Sightseeing Religious,34656.0,6.0,5.0,9.0,9,5776.0,31536.960000000003,Luxury
Kerala Local Tour Package,5 Days & 4 Nights,Munnar Thekkady Alleppey,4.0,Adventure Nature Luxury,16351.0,5.0,4.0,9.0,3,3270.2,14879.41,Budget
Kerala City Tour Package,4 Days & 3 Nights,Munnar Alleppey,4.0,Adventure Nature Hill station,13141.0,4.0,3.0,8.0,4,3285.25,12089.720000000001,Budget
Golden Triangle Tour Package With Jodhpur,7 Days & 6 Nights,New Delhi Agra Jaipur Jodhpur,3.0,Historical Nature Adventure Budget,42391.0,7.0,6.0,8.0,4,6055.857142857143,38999.72,Luxury
Enjoyable Kerala Family Package,7 Days & 6 Nights,Cochin Munnar Kumarakom Kovalam,3.0,Adventure Water  Activities Nature Historical Unlimited  Fun Hill station City  Tour Sightseeing Beach  Tour Family Beach Budget,20676.0,7.0,6.0,12.0,17,2953.714285714286,18194.88,Budget
Family Tour To Alluring Karnataka,5 Days & 4 Nights,Coorg Ooty,4.0,Rajaâs  Seat Adventure Nature Bhagamandala Hill station Historicallandscape Cultural,28824.0,5.0,4.0,9.0,9,5764.8,26229.84,Budget
Memorable Dwarka Tour Package,7 Days & 6 Nights,Jamnagar Dwarka Veraval Sasan Gir Gir,3.0,Temple  Tour Religious Historical  Sightseeing Beach Diu  Fort Gir  Bird  Sanctuary Budget,46813.0,7.0,6.0,9.0,12,6687.571428571428,42599.83,Luxury
Delightful Delhi Family Package,6 Days & 5 Nights,New Delhi Agra,4.0,Shopping Adventure Historical  Sites Nature Taj  Mahal Historical Monuments Sightseeing Family,26373.0,6.0,5.0,9.0,11,4395.5,23999.43,Budget
Lonavala Khandala Sightseeing Tour Package,5 Days & 4 Nights,Matheran Lonavala,4.0,Lakes Nature Adventure  Activities Adventure Echo  Point Sightseeing F O R E S T,30219.0,5.0,4.0,9.0,14,6043.8,27499.29,Luxury
Amazing Alleppey Family Tour Package,2 Days & 1 Nights,Alleppey,3.0,Alleppey Hill station Houseboat  Stay Water  Activities Adventure Nature Cruises Family Religious Budget,12825.0,2.0,1.0,9.0,13,6412.5,11670.75,Budget
Rajasthan Tour Package For 5 Nights 6 Days,6 Days & 5 Nights,Jaipur Pushkar Ranthambore,4.0,Sightseeing Historical Temples Nature Historical sites Culturalcuisine ,38043.0,6.0,5.0,8.0,7,6340.5,34999.560000000005,Luxury
Discover Rajasthan With These Ranthambore Packages,3 Days & 2 Nights,Sawaimadhopur,3.0,Safari Nature Ranthambore  National  Park Adventure Enjoyment Sightseeing Budget,12903.0,3.0,2.0,7.0,9,4301.0,11999.789999999999,Budget
Most Popular 4 Nights 5 Days Kerala Tour Packages,5 Days & 4 Nights,Munnar Thekkady Alleppey,3.0,Waterfalls Nature National  Park Hill station Wildlife Sightseeing Lakesgroup Budget,15068.0,5.0,4.0,8.0,10,3013.6,13862.560000000001,Budget
Manali Holiday Package For 3 Nights 4 Days,4 Days & 3 Nights,Manali,3.0,Hill  Station Adventure City  Tour Hill station Shopping Sightseeing Mountains Budget,18681.0,4.0,3.0,9.0,11,4670.25,16999.71,Budget
Goa Carnival Festival Tour Package,5 Days & 4 Nights,Goa,3.0,Adventure Nature Water  Activities,27174.0,5.0,4.0,8.0,4,5434.8,25000.08,Budget
North India Tour Package For 4 Nights 5 Days,5 Days & 4 Nights,Manali,3.0,Adventure Nature Hill station Budget,17741.0,5.0,4.0,7.0,5,3548.2,16499.129999999997,Budget
Golden Triangle Tour Package For 5 Nights 6 Days,6 Days & 5 Nights,New Delhi Agra Jaipur,3.0,Taj  Mahal Qutub  Minar Fatehpur  Sikri Budget,34782.0,6.0,5.0,8.0,7,5797.0,31999.440000000002,Luxury
Golden Triangle Tour Package With Ranthambore,8 Days & 7 Nights,New Delhi Agra Ranthambore Jaipur,3.0,Adventure Nature Religious Budget,48387.0,8.0,7.0,7.0,4,6048.375,44999.909999999996,Luxury
Fun-Filled Mount Abu Family Tour,4 Days & 3 Nights,Udaipur Mount Abu,3.0,Mount  Abu Nature Nakki  Lake Hill station Dilwara  Temple Historical City  Palace Lakes Religious Budget,20000.0,4.0,3.0,10.0,15,5000.0,18000.0,Budget
Captivating Family Tour To Jammu And Kashmir,7 Days & 6 Nights,Srinagar Pahalgam,4.0,Sightseeing Dal  Lake Houseboat Shikara  Ride Water  Activities Adventure Nature Hill station Mountains,40615.0,7.0,6.0,9.0,13,5802.142857142857,36959.65,Luxury
Captivating Family Tour To Jammu And Kashmir,7 Days & 6 Nights,Srinagar Pahalgam,4.0,Sightseeing Dal  Lake Houseboat Shikara  Ride Water  Activities Adventure Nature Hill station Mountains,40615.0,7.0,6.0,9.0,13,5802.142857142857,36959.65,Luxury
Sikkim Tour Package For 5 Nights 6 Days,6 Days & 5 Nights,Gangtok Darjeeling,4.0,Sightseeing Adventure Nature Lake Hill station Waterfall,73901.0,6.0,5.0,8.0,7,12316.833333333334,67988.92,Luxury
Mount Abu Tour Packages For 3 Nights 4 Days,4 Days & 3 Nights,Udaipur Mount Abu,3.0,Sightseeing Adventure Nature Hills Hill station Lakes Religious Budget,19565.0,4.0,3.0,8.0,9,4891.25,17999.8,Budget
Get Mesmerized By Godâs Own Country,5 Days & 4 Nights,Munnar Thekkady Alleppey,3.0,Hill  Station Hill station Sightseeing Adventure Waterfalls Nature Wildlife Water  Activities Family Cruises Budget,14307.0,5.0,4.0,9.0,14,2861.4,13019.37,Budget
On A Mesmerizing Journey To Hyderabad,4 Days & 3 Nights,Hyderabad,3.0,Ramoji  Film  City  Family National  Mosque Religious Temples Historical Historical  Sites Monumentscuisine  Budget Ramoji  Film  City  Tour,21383.0,4.0,3.0,9.0,17,5345.75,19458.530000000002,Budget
Bangalore Mysore Kodaikanal Tour Package From Mumbai,4 Days & 3 Nights,Mysore Kodaikanal,4.0,Waterfalls Lakes Beach Adventure Nature Budget,19439.0,4.0,3.0,9.0,6,4859.75,17689.49,Budget
Witness The Beauty Of Shimla Manali,6 Days & 5 Nights,Shimla Manali,2.0,Manali Nature Golf  Course Adventure Tibetan  Monastery V A L L E Y Temple Sightseeing Budget,22340.0,6.0,5.0,6.0,16,3723.3333333333335,20999.6,Budget
Exciting Himachal Tour Package By Volvo Bus,9 Days & 8 Nights,Shimla Manali Dharamshala Dalhousie,3.0,Adventure Nature Hill station Budget,32609.0,9.0,8.0,8.0,5,3623.222222222222,30000.280000000002,Luxury
Magnificent Alleppey Houseboat Package,3 Days & 2 Nights,Athirapally Alleppey,3.0,Adventure Nature Backwaters Cruises Houseboat  Stay Waterfall,7750.0,3.0,2.0,10.0,7,2583.3333333333335,6975.0,Budget
Best-Selling Kashmir Package For 7 Nights 8 Days,8 Days & 7 Nights,Srinagar Gulmarg Pahalgam,3.0,Dal  Lake Nature Valleys Hill station Scenic views Mountains Snowy  Hills Trekking Adventure Budget,41935.0,8.0,7.0,7.0,14,5241.875,38999.549999999996,Luxury
Mysore Tour Package for 2 Nights & 3 Days,3 Days & 2 Nights,Mysore,3.0,Gardens Historical Temple Religious Churches Romantic Culturalcuisine  Budget,15151.0,3.0,2.0,7.0,8,5050.333333333333,14090.429999999998,Budget
Kaleidoscopic Family Escapade To Jammu And Kashmir,6 Days & 5 Nights,Srinagar Pahalgam Gulmarg,4.0,Dal  Lake Houseboat Mountains  Hill station Water  Activities Adventure Nature Waterfall Family,33846.0,6.0,5.0,9.0,12,5641.0,30799.86,Luxury
Rejuvenating Bhutan Family Package,14 Days & 13 Nights,Gangtok Lachen Phuntsholing Thimphu Punakha Paro Siliguri,4.0,Nature Hill station Water  Activities Historical,99340.0,14.0,13.0,9.0,6,7095.714285714285,90399.40000000001,Luxury
Himachal Tour Package For 7 Nights 8 Days,8 Days & 7 Nights,Shimla Manali Dharamshala Dalhousie himachal,4.0,Adventure  Activities Nature Religious  Tour Adventure Scenic views Enjoyment Mountains Budget,96527.0,8.0,7.0,9.0,11,12065.875,87839.57,Luxury
Ajanta Ellora Sightseeing Tour Package,3 Days & 2 Nights,Aurangabad,3.0,Historical  Sites Historical Archeological  Museum Nature Caves Sightseeing Adventure Budget,11538.0,3.0,2.0,9.0,10,3846.0,10499.58,Budget
Spiti Valley Sightseeing Tour Package,9 Days & 8 Nights,Shimla Sarahan Chitkul Kalpa Nako Kaza Chandra Tal Manali,2.0,Mountains  Nature Valleys Adventure Lake V A L L E Y Budget,49719.0,9.0,8.0,7.0,12,5524.333333333333,46238.67,Luxury
Nameri National Park Tour Package,3 Days & 2 Nights,Balipara,3.0,Adventure Nature Wildlife Budget,15760.0,3.0,2.0,8.0,4,5253.333333333333,14499.2,Budget
Port Blair Local Tour Package,4 Days & 3 Nights,Port Blair Havelock,3.0,Nature Island Beach Budget,22581.0,4.0,3.0,7.0,4,5645.25,21000.329999999998,Budget
Best South India Religious Tour Package For A Spiritual Getaway,3 Days & 2 Nights,Chennai Tirupati,3.0,Nature Religious Best sellers Budget,19480.0,3.0,2.0,7.0,5,6493.333333333333,18116.399999999998,Budget
South India Hill Station Tour Package,5 Days & 4 Nights,Visakhapatnam ARAKU,2.0,Nature Hill station Water  Activities Budget,23556.0,5.0,4.0,6.0,6,4711.2,22142.64,Budget
Golden Triangle Private Tour Package,6 Days & 5 Nights,New Delhi Agra Jaipur,3.0,Adventure Nature Religious Budget,34042.0,6.0,5.0,6.0,4,5673.666666666667,31999.48,Luxury
Kashmir Family Tour Package Via Katra,6 Days & 5 Nights,Pahalgam Srinagar Gulmarg Jammu,2.0,Night at  Houseboat Religious  Tour Shikara  Ride Sightseeing Nature Hill station Luxury,69119.0,6.0,5.0,3.0,12,11519.833333333334,67045.43,Luxury
Mount Abu Chronicles,2 Days & 1 Nights,Mount Abu,3.0,Sightseeing Hill station Lake Adventure Temples Nature Ancient rock formations Familylandscape Budget,8790.0,2.0,1.0,9.0,12,4395.0,7998.900000000001,Budget
North Goa Tour Package,5 Days & 4 Nights,Goa,3.0,Beaches Adventure Sightseeing Naturenightlife  Water  Activities Culturalcuisine  Budget,16483.0,5.0,4.0,9.0,8,3296.6,14999.53,Budget
Udaipur Tour Package For 3 nights 4 days,4 Days & 3 Nights,Udaipur Mount Abu,3.0,Lake Hill station Museum Historical Hills Lakes Sightseeing Budget,19565.0,4.0,3.0,8.0,9,4891.25,17999.8,Budget
Meghalaya Tour Package For 3 NIghts 4 Days,4 Days & 3 Nights,Shillong Cherrapunjee Guwahati,3.0,Umiam  Lake Nature Don  Bosco  Monument Hill station Botanical  Garden Lakes Waterfall Budget,18279.0,4.0,3.0,7.0,13,4569.75,16999.469999999998,Budget
Tirupati Tour Package By Bus,2 Days & 1 Nights,Tirupati,2.0,Adventure Nature Religious Budget,12398.0,2.0,1.0,8.0,4,6199.0,11406.16,Budget
Golden Triangle Tour Package With Pushkar,7 Days & 6 Nights,New Delhi Agra Jaipur,3.0,Adventure Nature Historical Budget,35483.0,7.0,6.0,7.0,4,5069.0,32999.189999999995,Luxury
Tirupati Car Tour Package,2 Days & 1 Nights,Tirupati,2.0,Adventure Nature Religious Budget,13857.0,2.0,1.0,8.0,4,6928.5,12748.44,Budget
Kashmir Family Tour Package From Katra,6 Days & 5 Nights,Pahalgam Srinagar Gulmarg Jammu,2.0,Night at  Houseboat Nature Religious  Tour Hill station Shikara  Ride Family Sightseeing Religious Budget,13535.0,6.0,5.0,8.0,14,2255.8333333333335,12452.2,Budget
Explore The Himalayan Himachal,6 Days & 5 Nights,Shimla Manali,2.0,Summer  Special Best sellers Ideal for couples Adventure Nature Rohtang  Pass  Trip Sightseeing Romantic Budget,20535.0,6.0,5.0,17.0,15,3422.5,17044.05,Budget
Popular Manali Honeymoon Packages For A Romantic Escape Amid The Hills,5 Days & 4 Nights,Manali,2.0,Adventure Road  Trip Nature Rohtang  Pass Hill station Snow  Activities Romantic Sightseeing Religious Budget,6667.0,5.0,4.0,10.0,14,1333.4,6000.3,Budget
Himachal Family Tour Package From Pathankot By Cab,5 Days & 4 Nights,Dalhousie Dharamshala,2.0,Mall  Road Rohtang  Pass Skiing Christ church Adventure Nature Hill station Religious Family Budget,22769.0,5.0,4.0,19.0,14,4553.8,18442.89,Budget
Top Shimla-Manali Honeymoon Packages For An Unforgettable Tour,6 Days & 5 Nights,Shimla Manali Chandigarh,2.0,Nature Hill station Sightseeing Trekking Romanticshopping Budget,29449.0,6.0,5.0,16.0,7,4908.166666666667,24737.16,Budget
Best Of Himachal Honeymoon Package,4 Days & 3 Nights,Manali Kasol,2.0,Kasol Adventure Romantic Hill station Snow  Activities Nature Manikaran  Hot  Springs Sightseeing Budget,15104.0,4.0,3.0,17.0,13,3776.0,12536.32,Budget
Riveting Kerala Honeymoon Package From Mumbai,5 Days & 4 Nights,Munnar Thekkady Alleppey,3.0,Wildlife Water  Activities Jeep  Safari Adventure Tea  Museum Nature Romantic Budget,17490.0,5.0,4.0,9.0,11,3498.0,15915.9,Budget
Superb Kerala Tour Package From Vadodara,5 Days & 4 Nights,Munnar Thekkady Alleppey,3.0,Waterfalls Wildlife Tea  Museum Adventure Houseboat  Stay Nature Water  Activities Cruises Sightseeing Budget,14991.0,5.0,4.0,9.0,13,2998.2,13641.810000000001,Budget
Best Selling Munnar-Kerala Tour Packages for an Exotic Kerala Tour,3 Days & 2 Nights,Munnar,3.0,Hot  Pick Wildlife Hills Hill station Weekend  Getaway Adventure Tea gardens Nature Nature walks Waterfall Sightseeing Budget,13658.0,3.0,2.0,35.0,17,4552.666666666667,8877.7,Budget
Sikkim Tour Package From Delhi,5 Days & 4 Nights,Gangtok Darjeeling,3.0,Do  Drul  Chorten Adventure Institute of  Tibetology Nature Tiger  Hill Hill station Cultural Religious Budget,27473.0,5.0,4.0,9.0,15,5494.6,25000.43,Budget
Splendid Sikkim Tour Package From Bangalore,4 Days & 3 Nights,Gangtok,3.0,Local markets Adventure Ganesh  Tok Nature Flower  Show Hill station Bakthang  Falls Sightseeing Budget,15456.0,4.0,3.0,9.0,14,3864.0,14064.960000000001,Budget
Marvelous Kashmir Honeymoon Package From Bangalore,7 Days & 6 Nights,Srinagar Pahalgam Gulmarg,4.0,Dal  Lake Hill station Local market Water  Activities Lidder  River Nature Romantic,30769.0,7.0,6.0,9.0,12,4395.571428571428,27999.79,Luxury
Jaipur Tour Package From Ahmedabad,9 Days & 8 Nights,Jaipur Bikaner Jaisalmer Jodhpur Udaipur,3.0,Birla  Temple Religious Nahargarh  Fort Nature Chokhi  Dhani Historical Sightseeing Budget,21978.0,9.0,8.0,9.0,11,2442.0,19999.98,Budget
Incredible Tawang Tour Package From Kolkata,8 Days & 7 Nights,Bhalukpong Dirang Tawang Bomdila Tezpur Guwahati,3.0,Cruise Nature Monasteries Hill station Sightseeing Adventuretemples Budget,56593.0,8.0,7.0,9.0,8,7074.125,51499.630000000005,Luxury
Most Popular Nainital Tour Package From Kolkata,6 Days & 5 Nights,Nainital Ranikhet Kausani Jim Corbett,3.0,Hanuman  Garhi Adventure Naina  Devi  Temple Nature Cave tours Wildlife Sightseeing Budget,23076.0,6.0,5.0,9.0,12,3846.0,20999.16,Budget
Reviving Udaipur Tour Package From Vadodara,4 Days & 3 Nights,Udaipur,3.0,City  Palace Nature Jagdish  Temple Religious Lake  Pichola Historical Fateh  Sagar  Lake Cultural Lakestemples Budget,13186.0,4.0,3.0,9.0,15,3296.5,11999.26,Budget
Alluring Coorg Honeymoon Package From Hyderabad,3 Days & 2 Nights,Coorg,3.0,Waterfalls Nature Adventure Hill station Historical Wildlife Romantic Sightseeinglandscape Budget,15417.0,3.0,2.0,9.0,10,5139.0,14029.470000000001,Budget
Incredible Coorg Package From Chennai,5 Days & 4 Nights,Coorg Ooty,3.0,Sightseeing Nature Lake Hill station Temples Historical Romantic Family Budget,19573.0,5.0,4.0,9.0,10,3914.6,17811.43,Budget
Best Selling Coorg Tour Packages For A Memorable Vacation,3 Days & 2 Nights,Coorg,3.0,Sightseeing Historical Lake Natureshopping Temples Lakes,13736.0,3.0,2.0,9.0,6,4578.666666666667,12499.76,Budget
Refreshing Ooty Tour Package From Vadodara,6 Days & 5 Nights,Ooty Kodaikanal,5.0,Sightseeing Wildlife Boating Nature Hill station Hills Luxury,34186.0,6.0,5.0,9.0,8,5697.666666666667,31109.260000000002,Luxury
Exclusive Kodaikanal Holidays From Hyderabad For A Memorable Getaway,6 Days & 5 Nights,Ooty Coonoor Kodaikanal,3.0,Sightseeing Adventure Nature Wildlife Hill station Safari Budget,22120.0,6.0,5.0,9.0,8,3686.6666666666665,20129.2,Budget
Kodaikanal Tour Package From Delhi,6 Days & 5 Nights,Ooty Kodaikanal,3.0,Nature Adventure Sightseeing Shopping Hill stationcuisine  Lakes Budget,23461.0,6.0,5.0,9.0,8,3910.1666666666665,21349.510000000002,Budget
Adventurous Gangtok Tour Package From Ahmedabad,5 Days & 4 Nights,Gangtok Darjeeling,3.0,Ganesh  Tok Hill station Hanuman  Tok Nature Tashi  Viewpointshopping Do  Drul  Chorten Budget,17991.0,5.0,4.0,9.0,13,3598.2,16371.810000000001,Budget
Engaging Karnataka Tour From Pune,5 Days & 4 Nights,Coorg Ooty,3.0,Sightseeing Waterfalls Shopping Religious Nature Adventure Hill station Water  Activities Budget,19439.0,5.0,4.0,9.0,11,3887.8,17689.49,Budget
Best Selling Goa Tour Packages From Chandigarh,4 Days & 3 Nights,Goa,3.0,Aguada  Fort Naturecoco beach Historical Calangute  Beach Beach Budget,12087.0,4.0,3.0,9.0,9,3021.75,10999.17,Budget
Visit The Lush Green Ooty,3 Days & 2 Nights,Ooty,3.0,Simâs  Park Nature Lamâs  Rock Hill station Dolphin  Nose Romantic V A L L E Y Budget,15417.0,3.0,2.0,9.0,17,5139.0,14029.470000000001,Budget
Exclusive Shimla-Kullu-Manali Tour Packages For A Memorable Vacation,6 Days & 5 Nights,Shimla Manali,3.0,Shopping Adventure Temples Nature Wildlife Hill station Historical Sightseeing Religious Budget,18681.0,6.0,5.0,9.0,11,3113.5,16999.71,Budget
Rejuvenating Munnar Tour Package From Mumbai,4 Days & 3 Nights,Munnar,3.0,Eravikulam  National  Park Adventure Photo  Point Nature Mattupetty  Dam Hill station Tea  Museum Sightseeinggroup Budget,11241.0,4.0,3.0,9.0,15,2810.25,10229.31,Budget
Serene North East Tour Package From Hyderabad,7 Days & 6 Nights,Shillong Cherrapunjee Guwahati,3.0,Culture Adventure Waterfalls Nature Umiam  Lake Hill station Religious Historical Luxury Budget,36813.0,7.0,6.0,9.0,12,5259.0,33499.83,Luxury
Mindblowing Andaman Honeymoon Package From Ahmedabad,5 Days & 4 Nights,Port Blair Havelock,2.0,Cellular  Jail  Adventure Corbynâs  Cave Nature Chidiya  Tapu Hill station Water  Activities Cruises Wildlife Beach Budget,18214.0,5.0,4.0,9.0,16,3642.8,16574.74,Budget
Mesmerizing Nainital Tour Package From Ahmedabad,2 Days & 1 Nights,Nainital,3.0,Nature Hills Adventure Shopping Hill station Lakes Sightseeing Budget,7500.0,2.0,1.0,9.0,9,3750.0,6825.0,Budget
Awe-inspiring Meghalaya Tour Package From Mumbai,4 Days & 3 Nights,Shillong Cherrapunjee,3.0,Nature Hill station Waterfall Sightseeing Adventure Budget,20879.0,4.0,3.0,9.0,7,5219.75,18999.89,Budget
Time To Indulge In Some Thrilling Activities & Soak The Sun On The Sand,6 Days & 5 Nights,Port Blair Havelock Neil Island,4.0,Ross  Island Adventure North  Bay  Island Nature Neil  Island Hill station Sitapur  Beach Water  Activities Cruises Mud  Volcanoes Port Cellular  Jail,27692.0,6.0,5.0,9.0,21,4615.333333333333,25199.72,Budget
Ecstatic Nainital Tour Package From Haridwar,5 Days & 4 Nights,Nainital Ranikhet Kausani,3.0,Gandhi  Ashram Adventure Baijnath  Temple Nature Snow  Point Hill station Lakes Religious Budget,20769.0,5.0,4.0,9.0,13,4153.8,18899.79,Budget
Have a glimpse of top Goa Tour Package from Surat,4 Days & 3 Nights,Goa,4.0,Forts Nature Beaches Religious Sightseeing Adventure Water  Activities Cultural,11538.0,4.0,3.0,9.0,9,2884.5,10499.58,Budget
Exhilarating Coorg Honeymoon Package From Ahmedabad,3 Days & 2 Nights,Coorg,3.0,Waterfalls Historical Adventure Romantic Nature Wildlife Budget,19439.0,3.0,2.0,9.0,7,6479.666666666667,17689.49,Budget
Engrossing Uttarakhand Tour Package From Delhi,6 Days & 5 Nights,Nainital Ranikhet Jim Corbett,3.0,Wildlife Jeep  Safari Temples Waterfalls Adventure Nature Hill station Water  Activities Religious Lakes Budget,25384.0,6.0,5.0,9.0,14,4230.666666666667,23099.440000000002,Budget
Most Popular Goa Tour Package From Lucknow,6 Days & 5 Nights,Goa,4.0,Water  Sports Adventure Beaches Nature Sightseeing Water  Activities Island  Tours Cruises Nightlife,17252.0,6.0,5.0,9.0,12,2875.3333333333335,15699.32,Budget
Top Adventurous Trip To Goa from Ahmedabad for a Memorable Vacation,4 Days & 3 Nights,Goa,3.0,Fort  Aguada Adventure Calangute  Beach Nature Baga  Beach Water  Activities Cruises Beach Budget,9340.0,4.0,3.0,9.0,13,2335.0,8499.4,Budget
Stunning Goa Honeymoon Package From Hyderabad,6 Days & 5 Nights,Goa,4.0,Beach Adventure Architecture Nature Culture Water  Activities Cruises Historical Sightseeing,27472.0,6.0,5.0,9.0,10,4578.666666666667,24999.52,Budget
Andaman Tour Package From Hyderabad,8 Days & 7 Nights,Port Blair Havelock Neil Island,2.0,Island  Tours Adventure Water  Sports Cruises Beaches Nature Water  Activities Scuba  Diving Snorkeling Budget,27169.0,8.0,7.0,9.0,14,3396.125,24723.79,Budget
Explore The Royal Rajasthan,4 Days & 3 Nights,Jodhpur Jaisalmer,4.0,Adventure Scenic  Landscapes Folk  Music Nature Shopping Historical Leisure  Time Sightseeing,19780.0,4.0,3.0,9.0,11,4945.0,17999.8,Budget
Amazing Goa Honeymoon Tour Package From Ahmedabad,4 Days & 3 Nights,Goa,4.0,North  Goa  Beaches Water  Activities South  Goa  Sightseeing Cruises Water  Sports Adventure Nature Nightlife Beach,12087.0,4.0,3.0,9.0,15,3021.75,10999.17,Budget
Shimla Tour Package For 2 Days From Delhi,3 Days & 2 Nights,Shimla,3.0,Toy  Train ride Adventure Mall  Road Hill station Rohtang  Pass Camping Budget,12903.0,3.0,2.0,7.0,12,4301.0,11999.789999999999,Budget
Goa Tour Package From Mysore,7 Days & 6 Nights,Goa,3.0,Beaches Adventure Shopping Nature Water  Activitiescuisine  Sightseeing Budget,19565.0,7.0,6.0,8.0,8,2795.0,17999.8,Budget
Shimla Manali Tour Package From Mumbai,6 Days & 5 Nights,Manali,3.0,Adventure Sightseeing Nature Hill stationtemplescuisine  Budget,19354.0,6.0,5.0,7.0,6,3225.6666666666665,17999.219999999998,Budget
Coorg Tour Package For 2 Days From Mysore,2 Days & 1 Nights,Coorg,3.0,Dubare  Reserve  Forest Hill station Natural  Beauty Wildlife Wildlife safari Sightseeing Nature F O R E S T Budget,10101.0,2.0,1.0,7.0,19,5050.5,9393.929999999998,Budget
Coorg Tour Package For 3 Days From Bangalore,3 Days & 2 Nights,Coorg,3.0,Waterfalls Hill station Trekking Wildlife River  Raftingtemples Budget,15873.0,3.0,2.0,7.0,8,5291.0,14761.89,Budget
xplore The Beautiful Goa,5 Days & 4 Nights,Goa,4.0,Forts Adventure Beaches Water  Activities Watersportsshopping Beach,20869.0,5.0,4.0,8.0,7,4173.8,19199.48,Budget
Joyful Goa Tour From Tirunelveli,6 Days & 5 Nights,Goa,4.0,Adventure Sightseeing Nature Beaches Water  Activitiesskiing,21935.0,6.0,5.0,7.0,6,3655.8333333333335,20399.55,Budget
Kerala Tour Package For 5 Days From Bangalore,5 Days & 4 Nights,Munnar Thekkady Alleppey Cochin,3.0,Lakes Nature Tea  Museum Adventure Rose  Garden Religious Cultural Budget,14747.0,5.0,4.0,6.0,10,2949.4,13862.179999999998,Budget
